customer_id,customer_created_date,age_group,canton,customer_type,preferred_contact_method,lead_source
C013865,2021-02-19,25-34,BL,Business,Phone,Paid Search
C013866,2021-10-11,18-24,BE,Private,Phone,Direct
C013867,2022-08-05,25-34,ZH,Private,Email,Social Media
C013868,2021-05-10,45-54,GE,Private,WhatsApp,Dealer Referral
C013869,2021-08-17,65+,ZG,Fleet,SMS,Organic Search
C013870,2023-11-11,35-44,BE,Private,WhatsApp,Dealer Referral
C013871,2022-06-18,25-34,ZH,Private,Email,Paid Search
C013872,2023-10-29,18-24,AG,Private,Phone,Paid Search
C013873,2020-12-13,35-44,GE,Private,Email,Paid Search
C013874,2024-07-05,35-44,ZH,Private,Phone,Organic Search
C013875,2024-09-22,55-64,FR,Private,SMS,Paid Search
C013876,2022-05-01,55-64,SG,Private,WhatsApp,Partner
C013877,2020-05-20,25-34,BE,Fleet,Email,Direct
C013878,2019-12-04,55-64,LU,Private,Email,Paid Search
C013879,2021-01-13,25-34,LU,Private,WhatsApp,Social Media
C013880,2022-06-14,45-54,ZG,Private,Phone,Paid Search
C013881,2023-01-04,55-64,BE,Private,Phone,Paid Search
C013882,2023-07-24,45-54,SG,Private,SMS,Dealer Referral
C013883,2024-12-12,35-44,FR,Private,Email,Paid Search
C013884,2020-05-29,18-24,BE,Private,Phone,Social Media
C013885,2022-05-29,45-54,VS,Business,WhatsApp,Dealer Referral
C013886,2022-02-04,25-34,LU,Private,WhatsApp,Dealer Referral
C013887,2023-12-07,35-44,SH,Private,Email,Paid Search
C013888,2021-09-03,45-54,ZH,Business,WhatsApp,Partner
C013889,2022-03-20,25-34,BE,Private,Phone,Direct
C013890,2021-01-02,45-54,ZG,Private,Email,Paid Search
C013891,2020-02-19,65+,VD,Private,Email,Organic Search
C013892,2023-12-18,18-24,BE,Private,WhatsApp,Direct
C013893,2021-04-11,65+,ZH,Fleet,Phone,Dealer Referral
C013894,2021-10-23,55-64,ZH,Private,Email,Dealer Referral
C013895,2022-12-28,25-34,ZH,Private,WhatsApp,Dealer Referral
C013896,2023-02-02,35-44,TI,Private,Email,Dealer Referral
C013897,2020-05-06,45-54,GE,Private,Email,Partner
C013898,2020-11-18,25-34,BE,Private,Email,Paid Search
C013899,2023-11-08,55-64,BE,Business,Email,Dealer Referral
C013900,2022-09-14,65+,ZH,Fleet,Email,Organic Search
C013901,2023-12-22,45-54,BE,Private,Email,Organic Search
C013902,2021-02-11,45-54,AG,Private,Email,Dealer Referral
C013903,2024-08-28,18-24,VD,Private,Email,Partner
C013904,2022-02-12,45-54,VD,Business,Phone,Direct
C013905,2021-04-04,45-54,JU,Private,Phone,Organic Search
C013906,2023-02-24,55-64,,Private,Phone,Social Media
C013907,2025-01-04,55-64,LU,Private,Phone,Organic Search
C013908,2024-05-30,35-44,BE,Business,Phone,Direct
C013909,2022-06-28,45-54,ZH,Private,Email,Organic Search
C013910,2021-10-11,35-44,ZH,Private,WhatsApp,Direct
C013911,2023-08-16,35-44,LU,Business,Email,Organic Search
C013912,2022-09-02,65+,VD,Private,Email,Dealer Referral
C013913,2022-09-10,25-34,BE,Business,WhatsApp,Paid Search
C013914,2024-04-15,25-34,LU,Private,Phone,Social Media
C013915,2020-09-22,55-64,VD,Business,Email,Direct
C013916,2022-03-09,45-54,VS,Private,Email,Organic Search
C013917,2020-12-04,45-54,ZH,Private,WhatsApp,Direct
C013918,2020-11-26,55-64,SG,Business,Email,Dealer Referral
C013919,2020-01-25,35-44,UR,Private,Phone,Partner
C013920,2022-04-06,18-24,VD,Private,Phone,Organic Search
C013921,2022-06-03,45-54,AG,Private,Email,Dealer Referral
C013922,2021-03-19,55-64,GE,Private,WhatsApp,Social Media
C013923,2023-11-26,25-34,BE,Private,WhatsApp,Paid Search
C013924,2022-10-20,65+,ZH,Business,WhatsApp,Organic Search
C013925,2019-10-19,35-44,BE,Business,SMS,Partner
C013926,2023-05-28,55-64,AG,Business,Phone,Social Media
C013927,2020-10-31,65+,LU,Private,Email,Dealer Referral
C013928,2022-02-17,45-54,ZH,Fleet,Phone,Organic Search
C013929,2022-09-26,25-34,ZG,Private,Email,Organic Search
C013930,2023-04-24,25-34,NW,Private,Email,Direct
C013931,2021-05-10,45-54,AG,Private,Phone,Organic Search
C013932,2022-05-07,18-24,VS,Private,Phone,Direct
C013933,2023-05-19,35-44,NE,Private,SMS,Partner
C013934,2022-02-14,45-54,GE,Private,Email,Direct
C013935,2020-07-01,25-34,VD,Private,Email,Partner
C013936,2022-09-15,55-64,SG,Private,SMS,Organic Search
C013937,2020-10-17,55-64,BE,Private,WhatsApp,Direct
C013938,2022-03-09,45-54,BL,Private,SMS,Dealer Referral
C013939,2022-01-10,55-64,VD,Private,WhatsApp,Direct
C013940,2022-04-17,25-34,LU,Business,Email,Direct
C013941,2024-02-05,35-44,VD,Private,Email,Partner
C013942,2023-05-11,25-34,ZG,Private,SMS,Paid Search
C013943,2023-06-20,45-54,GE,Business,Email,Paid Search
C013944,2021-08-23,65+,ZG,Private,Phone,Organic Search
C013945,2023-03-16,55-64,ZG,Private,Phone,Direct
C013946,2021-02-27,35-44,VD,Private,WhatsApp,Paid Search
C013947,2021-04-15,35-44,TI,Private,Phone,Partner
C013948,2021-04-30,45-54,ZH,Private,Email,Organic Search
C013949,2023-03-29,25-34,TG,Private,Phone,Organic Search
C013950,2023-06-05,25-34,VD,Private,Phone,Social Media
C013951,2023-05-04,45-54,ZH,Private,Email,Organic Search
C013952,2022-04-22,45-54,ZH,Private,Email,Social Media
C013953,2023-03-20,45-54,BL,Private,WhatsApp,Organic Search
C013954,2025-01-18,45-54,ZH,Fleet,SMS,Paid Search
C013955,2022-01-05,55-64,ZH,Private,Email,Paid Search
C013956,2022-01-26,35-44,BS,Business,Phone,Direct
C013957,2021-01-22,25-34,ZH,Business,SMS,Organic Search
C013958,2021-10-22,35-44,GR,Business,Email,Social Media
C013959,2020-01-02,25-34,ZH,Private,Email,Organic Search
C013960,2022-06-24,35-44,LU,Private,WhatsApp,Organic Search
C013961,2022-12-06,25-34,TG,Private,SMS,Organic Search
C013962,2020-11-18,25-34,ZH,Private,Email,Social Media
C013963,2022-04-01,45-54,FR,Private,Email,Dealer Referral
C013964,2023-11-18,35-44,NE,Business,Email,Direct
C013965,2022-04-27,18-24,BE,Business,Phone,Paid Search
C013966,2022-04-25,18-24,SG,Private,Phone,Partner
C013967,2022-01-22,25-34,ZH,Private,SMS,Direct
C013968,2023-08-28,25-34,BE,Private,WhatsApp,Dealer Referral
C013969,2023-01-15,35-44,VD,Private,Email,Direct
C013970,2021-10-03,35-44,JU,Private,WhatsApp,Paid Search
C013971,2021-09-03,35-44,ZH,Private,Email,Organic Search
C013972,2023-12-29,65+,,Private,WhatsApp,Partner
C013973,2021-07-24,35-44,ZG,Business,SMS,Organic Search
C013974,2021-02-06,35-44,VD,Private,Phone,Organic Search
C013975,2021-03-26,65+,GE,Private,Email,Paid Search
C013976,2024-06-03,45-54,GE,Business,WhatsApp,Dealer Referral
C013977,2021-10-16,25-34,SO,Private,Email,Partner
C013978,2021-12-14,65+,VD,Fleet,WhatsApp,Organic Search
C013979,2021-05-15,65+,SG,Private,SMS,Direct
C013980,2023-09-10,18-24,ZG,Business,SMS,Dealer Referral
C013981,2022-01-28,35-44,VS,Private,WhatsApp,Direct
C013982,2021-01-12,35-44,SG,Private,Email,Organic Search
C013983,2021-11-28,55-64,BL,Private,SMS,Paid Search
C013984,2024-12-11,65+,VD,Business,Email,Direct
C013985,2021-06-11,35-44,TG,Private,Phone,Dealer Referral
C013986,2023-01-14,55-64,ZH,Private,Email,Paid Search
C013987,2024-06-11,18-24,SG,Business,Phone,Partner
C013988,2022-06-23,45-54,VS,Private,WhatsApp,Organic Search
C013989,2022-01-08,55-64,ZH,Private,Phone,Social Media
C013990,2023-07-02,45-54,GR,Private,Phone,Paid Search
C013991,2024-11-26,35-44,FR,Private,WhatsApp,Dealer Referral
C013992,2023-05-01,65+,SZ,Private,Email,Social Media
C013993,2022-07-16,35-44,AG,Private,Phone,Social Media
C013994,2023-09-26,45-54,VD,Private,Phone,Organic Search
C013995,2025-06-24,65+,BE,Private,Email,Organic Search
C013996,2021-03-19,18-24,FR,Private,Phone,Organic Search
C013997,2021-04-16,45-54,BS,Private,Email,Organic Search
C013998,2022-04-21,35-44,ZG,Private,WhatsApp,Paid Search
C013999,2025-03-21,45-54,GE,Business,Phone,Paid Search
C014000,2023-07-21,35-44,BE,Private,Email,Paid Search
C014001,2022-10-03,35-44,BE,Private,Phone,Partner
C014002,2021-12-04,55-64,VS,Private,SMS,Organic Search
C014003,2023-10-20,18-24,VD,Private,WhatsApp,Organic Search
C014004,2025-08-19,25-34,FR,Private,WhatsApp,Dealer Referral
C014005,2023-04-09,25-34,AG,Private,WhatsApp,Organic Search
C014006,2024-01-03,18-24,TG,Private,Email,Direct
C014007,2024-03-06,35-44,GE,Business,Phone,Direct
C014008,2022-12-27,35-44,VS,Private,Email,Organic Search
C014009,2022-08-25,35-44,SO,Private,Email,Paid Search
C014010,2022-02-11,45-54,LU,Private,Email,Organic Search
C014011,2019-11-20,55-64,BE,Business,WhatsApp,Social Media
C014012,2022-12-23,18-24,ZH,Private,Email,Organic Search
C014013,2021-03-12,35-44,VS,Private,Email,Partner
C014014,2020-08-06,18-24,AI,Private,Email,Organic Search
C014015,2021-02-23,18-24,BE,Private,SMS,Organic Search
C014016,2024-01-28,25-34,AG,Private,SMS,Social Media
C014017,2021-01-08,25-34,SG,Private,SMS,Paid Search
C014018,2022-06-01,65+,VD,Private,SMS,Paid Search
C014019,2022-06-24,35-44,TG,Business,Email,Partner
C014020,2021-01-08,18-24,JU,Private,WhatsApp,Direct
C014021,2022-07-28,55-64,AG,Business,Email,Direct
C014022,2021-10-02,25-34,GR,Private,Phone,Dealer Referral
C014023,2022-01-22,35-44,GR,Private,Email,Paid Search
C014024,2022-07-30,35-44,AG,Fleet,WhatsApp,Dealer Referral
C014025,2020-01-22,25-34,ZH,Private,Email,Dealer Referral
C014026,2023-08-19,25-34,NW,Private,Email,Dealer Referral
C014027,2020-06-01,18-24,SG,Business,WhatsApp,Dealer Referral
C014028,2023-02-12,35-44,GR,Private,SMS,Social Media
C014029,2022-01-27,65+,ZH,Private,Phone,Organic Search
C014030,2023-05-17,18-24,BE,Private,Phone,Partner
C014031,2023-02-18,45-54,GE,Business,Email,Direct
C014032,2021-01-24,55-64,ZH,Private,WhatsApp,Partner
C014033,2022-07-19,25-34,SG,Private,Email,Partner
C014034,2020-06-18,35-44,VS,Private,Email,Organic Search
C014035,2020-11-06,25-34,ZH,Private,Email,Dealer Referral
C014036,2021-12-24,45-54,BE,Private,Email,Social Media
C014037,2024-06-02,55-64,VD,Private,Phone,Organic Search
C014038,2023-02-10,55-64,TI,Private,SMS,Direct
C014039,2021-08-26,18-24,VD,Private,Phone,Direct
C014040,2021-12-28,18-24,SZ,Private,Email,Dealer Referral
C014041,2020-07-31,55-64,VS,Private,SMS,Dealer Referral
C014042,2021-08-29,25-34,BE,Private,Phone,Organic Search
C014043,2020-10-07,55-64,SO,Business,WhatsApp,Partner
C014044,2022-05-24,25-34,VD,Private,SMS,Social Media
C014045,2024-04-22,45-54,ZH,Private,Email,Paid Search
C014046,2024-10-10,25-34,AG,Private,Phone,Paid Search
C014047,2024-09-20,45-54,BS,Private,Email,Direct
C014048,2022-04-17,25-34,VS,Private,WhatsApp,Dealer Referral
C014049,2022-01-25,35-44,SG,Private,Phone,Social Media
C014050,2023-11-06,25-34,ZH,Private,Email,Paid Search
C014051,2022-08-15,45-54,TI,Private,Email,Paid Search
C014052,2024-06-02,25-34,VD,Private,Phone,Direct
C014053,2023-06-17,35-44,VD,Private,WhatsApp,Organic Search
C014054,2024-06-04,45-54,SO,Private,WhatsApp,Dealer Referral
C014055,2021-03-28,25-34,FR,Private,WhatsApp,Organic Search
C014056,2019-10-15,45-54,AG,Private,SMS,Dealer Referral
C014057,2022-04-22,65+,JU,Private,Phone,Direct
C014058,2021-01-20,35-44,OW,Private,Email,Organic Search
C014059,2022-06-17,25-34,BS,Private,Email,Organic Search
C014060,2022-04-04,25-34,BL,Business,SMS,Organic Search
C014061,2021-03-26,65+,ZH,Private,Email,Paid Search
C014062,2021-10-29,45-54,VS,Private,Phone,Organic Search
C014063,2021-08-03,35-44,BE,Business,Phone,Direct
C014064,2021-08-22,35-44,GL,Private,Email,Partner
C014065,2021-01-07,55-64,TI,Private,Phone,Paid Search
C014066,2022-01-23,25-34,AG,Private,Email,Organic Search
C014067,2023-10-24,35-44,VS,Private,Phone,Dealer Referral
C014068,2022-03-01,35-44,UR,Private,Email,Organic Search
C014069,2024-08-30,18-24,SG,Private,Phone,Dealer Referral
C014070,2021-08-26,35-44,ZH,Private,Email,Organic Search
C014071,2023-05-22,35-44,ZH,Private,Phone,Dealer Referral
C014072,2024-05-30,45-54,VS,Private,Email,Dealer Referral
C014073,2024-04-25,25-34,ZH,Business,SMS,Paid Search
C014074,2020-05-08,45-54,BE,Private,Email,Organic Search
C014075,2025-03-07,25-34,AG,Business,WhatsApp,Organic Search
C014076,2022-06-04,45-54,ZH,Private,WhatsApp,Partner
C014077,2022-04-19,18-24,ZH,Business,Phone,Dealer Referral
C014078,2023-01-13,35-44,ZH,Private,Email,Direct
C014079,2025-11-14,45-54,GR,Private,Email,Dealer Referral
C014080,2021-10-30,35-44,VD,Private,Email,Dealer Referral
C014081,2024-03-02,45-54,BS,Private,Email,Partner
C014082,2023-05-05,45-54,SO,Private,Email,Dealer Referral
C014083,2023-05-21,35-44,BL,Private,Email,Organic Search
C014084,2025-04-10,18-24,LU,Private,WhatsApp,Direct
C014085,2020-12-26,25-34,VS,Private,WhatsApp,Organic Search
C014086,2021-03-25,65+,VD,Private,Email,Organic Search
C014087,2022-02-08,65+,LU,Private,Email,Social Media
C014088,2022-09-15,45-54,GE,Private,WhatsApp,Direct
C014089,2020-11-23,55-64,VD,Private,SMS,Organic Search
C014090,2022-02-21,45-54,GE,Private,Email,Direct
C014091,2021-12-02,35-44,GR,Private,WhatsApp,Direct
C014092,2023-02-18,45-54,BE,Private,SMS,Direct
C014093,2024-03-02,45-54,AG,Private,WhatsApp,Paid Search
C014094,2020-06-25,35-44,ZH,Private,WhatsApp,Direct
C014095,2021-04-16,25-34,AG,Private,Email,Social Media
C014096,2020-07-12,18-24,VS,Business,Email,Organic Search
C014097,2022-03-16,25-34,LU,Fleet,Email,Social Media
C014098,2022-11-24,25-34,ZH,Private,Phone,Organic Search
C014099,2022-10-07,35-44,ZH,Private,Phone,Dealer Referral
C014100,2022-10-01,35-44,TG,Private,Email,Direct
C014101,2021-07-16,45-54,GE,Private,Phone,Organic Search
C014102,2020-09-02,45-54,BL,Private,Phone,Direct
C014103,2021-08-23,65+,SZ,Business,Email,Social Media
C014104,2023-07-06,25-34,VD,Private,SMS,Dealer Referral
C014105,2022-01-22,35-44,VS,Fleet,Phone,Organic Search
C014106,2022-05-29,25-34,BE,Private,Email,Organic Search
C014107,2022-07-04,35-44,GE,Private,Email,Direct
C014108,2021-12-14,35-44,LU,Private,WhatsApp,Paid Search
C014109,2022-08-25,45-54,LU,Business,Email,Dealer Referral
C014110,2021-11-03,55-64,VS,Private,SMS,Direct
C014111,2021-06-18,35-44,AG,Private,Email,Organic Search
C014112,2021-03-16,45-54,BE,Private,Phone,Organic Search
C014113,2022-04-28,35-44,GR,Private,Phone,Direct
C014114,2023-05-01,55-64,BE,Private,Phone,Organic Search
C014115,2025-06-29,65+,SO,Private,Phone,Partner
C014116,2023-03-23,35-44,SH,Private,WhatsApp,Organic Search
C014117,2021-02-07,45-54,AG,Business,Phone,Dealer Referral
C014118,2021-06-10,25-34,VS,Fleet,WhatsApp,Organic Search
C014119,2021-10-30,35-44,ZH,Private,Email,Social Media
C014120,2023-02-21,25-34,ZG,Private,Phone,Paid Search
C014121,2021-07-20,25-34,AG,Private,Phone,Direct
C014122,2022-08-16,35-44,LU,Private,WhatsApp,Social Media
C014123,2025-03-29,35-44,,Private,Email,Organic Search
C014124,2021-01-16,35-44,AG,Private,SMS,Paid Search
C014125,2021-09-19,25-34,BE,Private,Phone,Dealer Referral
C014126,2022-08-15,45-54,ZH,Business,Email,Social Media
C014127,2020-03-10,45-54,BE,Private,Email,Paid Search
C014128,2019-12-09,45-54,BE,Private,Email,Organic Search
C014129,2024-08-18,25-34,ZH,Private,SMS,Direct
C014130,2023-06-02,35-44,ZH,Private,Email,Paid Search
C014131,2023-08-20,55-64,GE,Private,SMS,Direct
C014132,2022-02-12,45-54,LU,Fleet,Email,Social Media
C014133,2020-09-27,25-34,AG,Private,Phone,Social Media
C014134,2022-07-29,65+,UR,Private,SMS,Paid Search
C014135,2023-01-09,45-54,FR,Private,Email,Direct
C014136,2025-11-26,45-54,BL,Private,Phone,Organic Search
C014137,2023-07-12,35-44,ZH,Private,Email,Social Media
C014138,2023-02-01,55-64,SO,Private,SMS,Direct
C014139,2022-06-25,55-64,AG,Private,Email,Organic Search
C014140,2023-09-04,25-34,GL,Private,Email,Paid Search
C014141,2022-05-02,55-64,AR,Private,Email,Organic Search
C014142,2020-10-27,18-24,UR,Business,WhatsApp,Direct
C014143,2020-10-29,55-64,VS,Private,Phone,Organic Search
C014144,2021-09-01,25-34,ZH,Private,WhatsApp,Dealer Referral
C014145,2022-06-18,25-34,FR,Business,Email,Paid Search
C014146,2020-04-30,35-44,VS,Business,Email,Organic Search
C014147,2020-11-19,35-44,VD,Private,Email,Social Media
C014148,2024-07-28,55-64,GR,Private,Email,Paid Search
C014149,2024-02-03,25-34,ZH,Business,Phone,Organic Search
C014150,2021-07-12,45-54,TI,Private,Email,Organic Search
C014151,2022-05-24,35-44,TG,Business,WhatsApp,Social Media
C014152,2020-08-09,45-54,FR,Business,SMS,Paid Search
C014153,2022-10-02,25-34,TG,Private,SMS,Direct
C014154,2021-05-28,35-44,SO,Private,Email,Dealer Referral
C014155,2019-12-01,25-34,VS,Private,Phone,Social Media
C014156,2021-12-09,25-34,AG,Private,Email,Paid Search
C014157,2023-04-30,35-44,BE,Private,WhatsApp,Dealer Referral
C014158,2022-11-24,35-44,VD,Private,Email,Paid Search
C014159,2022-07-13,45-54,FR,Private,WhatsApp,Social Media
C014160,2022-04-23,55-64,VS,Private,Phone,Organic Search
C014161,2022-09-19,45-54,SG,Business,Email,Organic Search
C014162,2021-08-07,45-54,LU,Private,Phone,Direct
C014163,2023-05-19,35-44,BE,Private,Email,Social Media
C014164,2021-03-05,55-64,SO,Fleet,WhatsApp,Paid Search
C014165,2022-10-20,25-34,ZH,Private,SMS,Social Media
C014166,2021-03-22,25-34,VD,Private,Phone,Dealer Referral
C014167,2022-07-18,25-34,SG,Private,Phone,Direct
C014168,2020-05-18,45-54,VD,Private,Email,Organic Search
C014169,2023-01-24,45-54,BE,Private,Email,Paid Search
C014170,2019-10-04,55-64,GR,Private,WhatsApp,Social Media
C014171,2022-05-13,45-54,SO,Private,Phone,Paid Search
C014172,2022-09-18,25-34,GE,Private,SMS,Direct
C014173,2023-06-18,35-44,FR,Private,Email,Dealer Referral
C014174,2021-07-10,25-34,BE,Fleet,Email,Direct
C014175,2024-11-14,45-54,ZH,Private,Email,Social Media
C014176,2021-03-19,45-54,VD,Private,Phone,Organic Search
C014177,2020-10-12,45-54,SG,Private,WhatsApp,Organic Search
C014178,2024-09-23,55-64,VD,Private,Email,Partner
C014179,2023-12-31,25-34,BE,Private,Phone,Direct
C014180,2020-09-13,35-44,GE,Private,Phone,Organic Search
C014181,2023-01-03,35-44,GR,Private,WhatsApp,Social Media
C014182,2024-08-27,35-44,VS,Private,Phone,Organic Search
C014183,2022-09-28,25-34,SG,Private,Email,Organic Search
C014184,2025-05-24,18-24,GR,Private,Email,Dealer Referral
C014185,2023-09-06,25-34,VD,Private,WhatsApp,Paid Search
C014186,2025-07-25,65+,ZH,Business,Email,Paid Search
C014187,2021-11-15,55-64,AG,Private,Email,Direct
C014188,2021-08-15,35-44,TI,Private,Phone,Dealer Referral
C014189,2022-08-08,45-54,ZH,Business,Email,Paid Search
C014190,2021-08-08,35-44,GE,Private,Email,Paid Search
C014191,2022-04-22,45-54,SG,Private,SMS,Paid Search
C014192,2020-11-11,45-54,BE,Business,Phone,Dealer Referral
C014193,2023-09-24,45-54,SG,Private,WhatsApp,Organic Search
C014194,2025-05-28,35-44,ZH,Private,Email,Partner
C014195,2021-02-22,35-44,GL,Private,Email,Paid Search
C014196,2023-10-12,45-54,ZH,Private,WhatsApp,Social Media
C014197,2022-08-30,45-54,GE,Fleet,Email,Dealer Referral
C014198,2022-12-16,45-54,GL,Private,Email,Dealer Referral
C014199,2023-06-13,35-44,NE,Private,Email,Dealer Referral
C014200,2021-03-01,35-44,LU,Private,Phone,Organic Search
C014201,2021-01-10,35-44,ZH,Private,Email,Partner
C014202,2023-09-24,25-34,VD,Private,Email,Organic Search
C014203,2022-08-08,35-44,ZH,Business,WhatsApp,Direct
C014204,2023-10-21,25-34,TG,Private,WhatsApp,Paid Search
C014205,2021-04-29,35-44,BE,Private,Phone,Direct
C014206,2022-03-14,18-24,BE,Private,Phone,Organic Search
C014207,2021-10-19,35-44,GR,Private,Phone,Dealer Referral
C014208,2024-02-23,45-54,VD,Private,Phone,Organic Search
C014209,2021-04-09,25-34,AG,Business,Phone,Dealer Referral
C014210,2020-06-13,55-64,AG,Private,SMS,Partner
C014211,2022-04-20,55-64,LU,Private,Phone,Partner
C014212,2022-03-04,45-54,GL,Fleet,SMS,Partner
C014213,2021-03-17,25-34,LU,Private,WhatsApp,Organic Search
C014214,2021-07-22,25-34,GE,Private,Phone,Partner
C014215,2023-08-24,25-34,ZH,Private,Email,Organic Search
C014216,2021-10-12,25-34,AG,Private,Email,Dealer Referral
C014217,2021-04-08,25-34,ZH,Business,SMS,Dealer Referral
C014218,2023-07-14,25-34,GR,Fleet,WhatsApp,Dealer Referral
C014219,2020-10-23,35-44,BE,Private,SMS,Paid Search
C014220,2023-01-08,35-44,FR,Business,Email,Direct
C014221,2021-04-20,35-44,ZG,Private,Email,Dealer Referral
C014222,2022-08-16,35-44,GE,Business,WhatsApp,Dealer Referral
C014223,2020-04-22,18-24,TG,Private,WhatsApp,Paid Search
C014224,2021-05-11,35-44,JU,Private,SMS,Social Media
C014225,2021-10-22,35-44,ZH,Fleet,Phone,Social Media
C014226,2020-09-02,35-44,SG,Fleet,Email,Direct
C014227,2021-11-14,45-54,AG,Private,WhatsApp,Direct
C014228,2023-06-14,18-24,SO,Private,Phone,Direct
C014229,2024-07-27,25-34,BL,Private,Phone,Paid Search
C014230,2021-10-17,35-44,ZH,Private,Email,Organic Search
C014231,2023-02-20,25-34,GE,Private,Email,Social Media
C014232,2021-10-20,35-44,BE,Business,Email,Organic Search
C014233,2020-09-29,45-54,ZH,Private,Email,Organic Search
C014234,2020-12-19,45-54,ZH,Private,SMS,Partner
C014235,2021-04-10,45-54,AG,Private,WhatsApp,Social Media
C014236,2021-09-13,18-24,SG,Business,WhatsApp,Partner
C014237,2022-12-01,25-34,BE,Business,Phone,Dealer Referral
C014238,2022-03-18,55-64,AG,Private,WhatsApp,Organic Search
C014239,2022-08-31,18-24,ZH,Private,Email,Organic Search
C014240,2020-10-15,18-24,TI,Private,Email,Organic Search
C014241,2022-03-14,35-44,VS,Business,WhatsApp,Paid Search
C014242,2022-01-03,35-44,VS,Private,WhatsApp,Partner
C014243,2021-09-13,35-44,SG,Private,WhatsApp,Dealer Referral
C014244,2021-10-15,25-34,ZG,Private,Email,Partner
C014245,2021-12-01,25-34,AG,Private,Email,Partner
C014246,2022-04-22,65+,VD,Business,Phone,Direct
C014247,2023-11-15,35-44,LU,Private,Email,Social Media
C014248,2021-02-25,35-44,BE,Private,Email,Dealer Referral
C014249,2023-06-16,45-54,GE,Private,Email,Direct
C014250,2022-07-21,25-34,ZH,Private,Email,Social Media
C014251,2023-03-10,35-44,SG,Private,Email,Paid Search
C014252,2021-03-27,25-34,GE,Private,SMS,Organic Search
C014253,2024-06-22,25-34,VS,Private,Email,Social Media
C014254,2021-05-15,35-44,SG,Private,WhatsApp,Social Media
C014255,2022-02-26,35-44,AG,Private,Email,Dealer Referral
C014256,2020-11-16,55-64,FR,Private,Phone,Partner
C014257,2023-07-28,45-54,AG,Private,Email,Organic Search
C014258,2021-10-24,35-44,ZH,Business,WhatsApp,Organic Search
C014259,2020-04-20,65+,VD,Private,WhatsApp,Partner
C014260,2021-01-01,35-44,ZG,Business,Phone,Organic Search
C014261,2021-02-21,55-64,ZG,Private,Email,Organic Search
C014262,2022-12-21,45-54,BE,Private,Email,Direct
C014263,2021-01-01,45-54,BE,Private,Email,Organic Search
C014264,2024-01-10,65+,GR,Business,Phone,Dealer Referral
C014265,2023-01-21,65+,AG,Private,Email,Organic Search
C014266,2020-03-18,25-34,BE,Private,Email,Paid Search
C014267,2023-03-03,35-44,BS,Private,WhatsApp,Paid Search
C014268,2022-12-30,55-64,FR,Private,SMS,Social Media
C014269,2021-06-23,18-24,SH,Private,Email,Organic Search
C014270,2020-10-21,25-34,BE,Private,Email,Paid Search
C014271,2023-11-27,55-64,BL,Private,Phone,Social Media
C014272,2021-01-01,18-24,GE,Fleet,Phone,Social Media
C014273,2020-03-03,45-54,AG,Private,Phone,Organic Search
C014274,2023-05-14,45-54,LU,Private,WhatsApp,Paid Search
C014275,2022-06-11,55-64,TG,Private,Email,Organic Search
C014276,2022-12-06,65+,ZH,Private,Email,Organic Search
C014277,2022-06-15,35-44,VD,Private,WhatsApp,Social Media
C014278,2023-05-28,45-54,BE,Private,Email,Organic Search
C014279,2023-04-14,65+,ZH,Fleet,Email,Paid Search
C014280,2023-06-12,45-54,AG,Private,WhatsApp,Dealer Referral
C014281,2022-05-28,35-44,GR,Private,WhatsApp,Direct
C014282,2022-12-24,25-34,SO,Private,WhatsApp,Organic Search
C014283,2020-08-03,45-54,SG,Business,Phone,Social Media
C014284,2020-12-01,25-34,SG,Private,Email,Direct
C014285,2024-01-11,35-44,VD,Business,Phone,Organic Search
C014286,2022-08-27,55-64,GL,Private,Email,Dealer Referral
C014287,2020-08-28,25-34,AR,Private,Phone,Partner
C014288,2023-09-18,35-44,ZH,Private,SMS,Paid Search
C014289,2024-12-11,45-54,JU,Private,Email,Organic Search
C014290,2020-10-19,65+,LU,Private,Phone,Social Media
C014291,2023-10-17,55-64,GR,Private,Phone,Dealer Referral
C014292,2022-01-19,65+,BL,Private,WhatsApp,Organic Search
C014293,2022-01-18,25-34,GE,Private,Phone,Dealer Referral
C014294,2023-03-03,65+,GE,Fleet,Phone,Organic Search
C014295,2020-09-27,45-54,SO,Private,Email,Organic Search
C014296,2023-09-20,45-54,AG,Private,SMS,Social Media
C014297,2020-09-15,35-44,GE,Private,WhatsApp,Direct
C014298,2021-07-11,45-54,BE,Fleet,WhatsApp,Organic Search
C014299,2024-03-09,45-54,VD,Business,WhatsApp,Paid Search
C014300,2022-03-14,65+,ZH,Private,Phone,Dealer Referral
C014301,2023-08-15,25-34,VD,Private,SMS,Direct
C014302,2022-08-04,25-34,TI,Business,Email,Partner
C014303,2022-05-20,18-24,GE,Private,Email,Organic Search
C014304,2021-04-29,35-44,BS,Private,Phone,Direct
C014305,2021-09-29,35-44,VS,Private,Phone,Paid Search
C014306,2021-11-07,25-34,AG,Private,Email,Direct
C014307,2022-07-07,45-54,TG,Private,WhatsApp,Dealer Referral
C014308,2022-12-09,35-44,BE,Private,SMS,Paid Search
C014309,2020-02-08,18-24,SO,Private,Email,Organic Search
C014310,2021-09-07,65+,AG,Business,Email,Paid Search
C014311,2021-07-18,25-34,TI,Private,Phone,Organic Search
C014312,2020-02-05,35-44,ZH,Private,Email,Social Media
